Time,Comment,Scramble,Date
64.6300950050354,"",R D2 B' U2 F D B' F2 U D2 R2 U2 R2 F' U F2 D',2024-08-18 08:25:40 +0000
53.18741798400879,"",R' U' R2 F2 L2 R2 D2 U F2 R2 B2 F' D L2 D' R B' F' U,2024-06-17 11:28:19 +0000
57.47802698612213,"",L2 R F2 L D2 L2 U2 F L2 D' F' U' L' U' F2 L U' B',2024-08-16 14:42:49 +0000
46.96304094791412,"",U' L' F2 L D2 R' F2 R U2 L D' R D L' B' R' U' F L2,2024-06-12 14:53:07 +0000
89.79910504817963,"",R' L2 B2 R D R' F' U B2 D' R' B2 D2 R2 L' D2 L',2024-06-11 06:24:23 +0000
67.4097009897232,"",R' D B2 L2 F2 U' B2 U' R2 D' U2 L' U2 B F' U2 F' L U2 F,2024-06-10 09:32:07 +0000
95.10664904117584,"",U R2 F2 D2 R2 B2 R' D' B U2 L' F L2 U R2 U' L R',2025-07-05 20:16:36 +0000
64.66803205013275,"",L' F' B D' B R' U' L B2 D' F2 D2 B2 U R2 D' B2 F U',2024-05-03 08:39:40 +0000
96.86632692813873,"",F' R L2 B L2 U2 R2 U D' R' U' F2 R2 F U2 L2 F' R2,2024-05-05 07:35:44 +0000
49.184321999549866,"",U R' L D R' L2 U' B' D2 F U R U2 B2 U2 R U2 L',2024-08-15 14:42:44 +0000
98.56369996070862,"",L' F' D F2 L2 U2 L2 D R2 B2 R2 B2 R B2 R' D U' L D',2024-05-07 14:34:16 +0000
61.89585304260254,"",D R D2 L F' D' B L' F R2 F2 U2 F D2 F D B' L2,2024-08-15 08:49:17 +0000
97.08436298370361,"",R2 U B2 R2 B2 D U2 L' B' F2 U F' L' D B2 R D' U' B2,2024-05-09 10:21:19 +0000
